danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.877,0.688,1,-7.254,1,0.11,0.193,0,0.0872,0.921,131.022,audio_features,17FyWGvqby379Q92sn23jW,spotify:track:17FyWGvqby379Q92sn23jW,https://api.spotify.com/v1/tracks/17FyWGvqby379Q92sn23jW,https://api.spotify.com/v1/audio-analysis/17FyWGvqby379Q92sn23jW,204693,4
0.573,0.398,5,-9.372,0,0.114,0.52,0,0.113,0.436,124.073,audio_features,6MmtDonkpvSoRx9ACwrGDu,spotify:track:6MmtDonkpvSoRx9ACwrGDu,https://api.spotify.com/v1/tracks/6MmtDonkpvSoRx9ACwrGDu,https://api.spotify.com/v1/audio-analysis/6MmtDonkpvSoRx9ACwrGDu,216080,5
0.594,0.37,11,-11.674,0,0.404,0.832,0,0.108,0.309,135.391,audio_features,2MF4HtZHBoUliOi9nOAbS0,spotify:track:2MF4HtZHBoUliOi9nOAbS0,https://api.spotify.com/v1/tracks/2MF4HtZHBoUliOi9nOAbS0,https://api.spotify.com/v1/audio-analysis/2MF4HtZHBoUliOi9nOAbS0,262360,4
0.678,0.636,1,-3.155,1,0.0782,0.0064,8.38e-06,0.177,0.0636,83.071,audio_features,5vnuJ8EopkP5dHukpOmT3L,spotify:track:5vnuJ8EopkP5dHukpOmT3L,https://api.spotify.com/v1/tracks/5vnuJ8EopkP5dHukpOmT3L,https://api.spotify.com/v1/audio-analysis/5vnuJ8EopkP5dHukpOmT3L,153267,4
0.465,0.311,2,-11.748,0,0.0352,0.875,0,0.0986,0.311,93.373,audio_features,0UTHr20nqVFMoji8xYE9yl,spotify:track:0UTHr20nqVFMoji8xYE9yl,https://api.spotify.com/v1/tracks/0UTHr20nqVFMoji8xYE9yl,https://api.spotify.com/v1/audio-analysis/0UTHr20nqVFMoji8xYE9yl,212773,4
0.706,0.569,5,-7.979,1,0.0368,0.501,2.59e-05,0.095,0.54,154.007,audio_features,5LTGmestwpHZ1BfCmpFQJx,spotify:track:5LTGmestwpHZ1BfCmpFQJx,https://api.spotify.com/v1/tracks/5LTGmestwpHZ1BfCmpFQJx,https://api.spotify.com/v1/audio-analysis/5LTGmestwpHZ1BfCmpFQJx,203511,4
0.548,0.704,11,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,audio_features,7COfe3P7KgfwDwIRB8LIDw,spotify:track:7COfe3P7KgfwDwIRB8LIDw,https://api.spotify.com/v1/tracks/7COfe3P7KgfwDwIRB8LIDw,https://api.spotify.com/v1/audio-analysis/7COfe3P7KgfwDwIRB8LIDw,185040,4
0.49,0.473,5,-8.887,1,0.129,0.792,0,0.113,0.603,171.535,audio_features,03vyB3AHCuEGfhh7wPc7Yf,spotify:track:03vyB3AHCuEGfhh7wPc7Yf,https://api.spotify.com/v1/tracks/03vyB3AHCuEGfhh7wPc7Yf,https://api.spotify.com/v1/audio-analysis/03vyB3AHCuEGfhh7wPc7Yf,169587,4
0.81,0.716,3,-5.038,0,0.0638,0.0997,0.000145,0.0859,0.811,88.002,audio_features,2yBWnRKj0Zx7AF1kufajvW,spotify:track:2yBWnRKj0Zx7AF1kufajvW,https://api.spotify.com/v1/tracks/2yBWnRKj0Zx7AF1kufajvW,https://api.spotify.com/v1/audio-analysis/2yBWnRKj0Zx7AF1kufajvW,254720,4
0.305,0.668,1,-9.404,1,0.222,0.271,3.8e-05,0.369,0.128,163.314,audio_features,0qp8MuZNKelOGTK2HPlXBA,spotify:track:0qp8MuZNKelOGTK2HPlXBA,https://api.spotify.com/v1/tracks/0qp8MuZNKelOGTK2HPlXBA,https://api.spotify.com/v1/audio-analysis/0qp8MuZNKelOGTK2HPlXBA,183120,5
0.694,0.796,5,-3.696,1,0.198,0.0713,0.0163,0.096,0.592,78.033,audio_features,7iEoaTyBCqLaAwJnOP1BTn,spotify:track:7iEoaTyBCqLaAwJnOP1BTn,https://api.spotify.com/v1/tracks/7iEoaTyBCqLaAwJnOP1BTn,https://api.spotify.com/v1/audio-analysis/7iEoaTyBCqLaAwJnOP1BTn,166120,4
0.584,0.546,2,-9.321,1,0.0762,0.444,0,0.355,0.355,136.336,audio_features,1r33iukEx0COYuBzyXPmPP,spotify:track:1r33iukEx0COYuBzyXPmPP,https://api.spotify.com/v1/tracks/1r33iukEx0COYuBzyXPmPP,https://api.spotify.com/v1/audio-analysis/1r33iukEx0COYuBzyXPmPP,242747,4
0.789,0.731,2,-6.245,0,0.101,0.139,1.92e-06,0.635,0.79,81.009,audio_features,6VrBWh90BiwWmwKtvwWFcq,spotify:track:6VrBWh90BiwWmwKtvwWFcq,https://api.spotify.com/v1/tracks/6VrBWh90BiwWmwKtvwWFcq,https://api.spotify.com/v1/audio-analysis/6VrBWh90BiwWmwKtvwWFcq,248827,4
0.582,0.778,4,-3.776,0,0.178,0.0347,0,0.21,0.205,82.193,audio_features,3HgA5R5alihocnOYE9ihpS,spotify:track:3HgA5R5alihocnOYE9ihpS,https://api.spotify.com/v1/tracks/3HgA5R5alihocnOYE9ihpS,https://api.spotify.com/v1/audio-analysis/3HgA5R5alihocnOYE9ihpS,195733,4
0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,audio_features,2djdCbLj1pzRmrDNe7PkW2,spotify:track:2djdCbLj1pzRmrDNe7PkW2,https://api.spotify.com/v1/tracks/2djdCbLj1pzRmrDNe7PkW2,https://api.spotify.com/v1/audio-analysis/2djdCbLj1pzRmrDNe7PkW2,190947,4
0.478,0.326,3,-10.992,1,0.0693,0.47,0.000218,0.323,0.34,137.029,audio_features,1dzwFgBlZNxt28aQOinNGn,spotify:track:1dzwFgBlZNxt28aQOinNGn,https://api.spotify.com/v1/tracks/1dzwFgBlZNxt28aQOinNGn,https://api.spotify.com/v1/audio-analysis/1dzwFgBlZNxt28aQOinNGn,314653,4
0.874,0.485,0,-3.026,1,0.171,0.0487,0,0.299,0.322,92.001,audio_features,2BuBXn15gj4MNYZydyWgrk,spotify:track:2BuBXn15gj4MNYZydyWgrk,https://api.spotify.com/v1/tracks/2BuBXn15gj4MNYZydyWgrk,https://api.spotify.com/v1/audio-analysis/2BuBXn15gj4MNYZydyWgrk,206707,4
0.645,0.636,5,-6.128,0,0.437,0.397,1.49e-06,0.0818,0.897,101.933,audio_features,4gALhhysObk59C3fxeTLwh,spotify:track:4gALhhysObk59C3fxeTLwh,https://api.spotify.com/v1/tracks/4gALhhysObk59C3fxeTLwh,https://api.spotify.com/v1/audio-analysis/4gALhhysObk59C3fxeTLwh,162335,4
0.582,0.944,2,-0.928,0,0.185,0.00573,1.27e-06,0.547,0.8,143.97,audio_features,4DnHUy01jEA4b5ydC3HgsT,spotify:track:4DnHUy01jEA4b5ydC3HgsT,https://api.spotify.com/v1/tracks/4DnHUy01jEA4b5ydC3HgsT,https://api.spotify.com/v1/audio-analysis/4DnHUy01jEA4b5ydC3HgsT,207977,4
0.621,0.678,8,-4.104,1,0.197,0.142,0,0.098,0.0883,88.677,audio_features,4LKSaRoKNnlpKXTT663BrT,spotify:track:4LKSaRoKNnlpKXTT663BrT,https://api.spotify.com/v1/tracks/4LKSaRoKNnlpKXTT663BrT,https://api.spotify.com/v1/audio-analysis/4LKSaRoKNnlpKXTT663BrT,176027,4
0.674,0.578,10,-8.768,0,0.298,0.0518,0.0055,0.72,0.163,112.265,audio_features,6cpsixIHI63L0hwh3CwZg3,spotify:track:6cpsixIHI63L0hwh3CwZg3,https://api.spotify.com/v1/tracks/6cpsixIHI63L0hwh3CwZg3,https://api.spotify.com/v1/audio-analysis/6cpsixIHI63L0hwh3CwZg3,170240,5
0.696,0.597,4,-7.676,1,0.248,0.484,0,0.138,0.264,75.997,audio_features,0ssVSd3juASNuehS9LWMFW,spotify:track:0ssVSd3juASNuehS9LWMFW,https://api.spotify.com/v1/tracks/0ssVSd3juASNuehS9LWMFW,https://api.spotify.com/v1/audio-analysis/0ssVSd3juASNuehS9LWMFW,162987,4
0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,audio_features,5qFeMRz4TvetPmzjre9Dq7,spotify:track:5qFeMRz4TvetPmzjre9Dq7,https://api.spotify.com/v1/tracks/5qFeMRz4TvetPmzjre9Dq7,https://api.spotify.com/v1/audio-analysis/5qFeMRz4TvetPmzjre9Dq7,250840,4
0.696,0.668,6,-5.063,1,0.199,0.361,0.0038,0.31,0.761,184.329,audio_features,1tWpgH8rErSXPOkQKFCag9,spotify:track:1tWpgH8rErSXPOkQKFCag9,https://api.spotify.com/v1/tracks/1tWpgH8rErSXPOkQKFCag9,https://api.spotify.com/v1/audio-analysis/1tWpgH8rErSXPOkQKFCag9,205120,4
0.668,0.526,5,-6.174,0,0.0352,0.0131,0,0.147,0.42,135.032,audio_features,2Ab1wPTEqulaCGoBak1gUo,spotify:track:2Ab1wPTEqulaCGoBak1gUo,https://api.spotify.com/v1/tracks/2Ab1wPTEqulaCGoBak1gUo,https://api.spotify.com/v1/audio-analysis/2Ab1wPTEqulaCGoBak1gUo,180304,4
0.899,0.592,11,-7.901,0,0.333,0.263,0,0.0831,0.504,149.953,audio_features,54oMZ3blwWwuPN4wEoG5mk,spotify:track:54oMZ3blwWwuPN4wEoG5mk,https://api.spotify.com/v1/tracks/54oMZ3blwWwuPN4wEoG5mk,https://api.spotify.com/v1/audio-analysis/54oMZ3blwWwuPN4wEoG5mk,214139,4
0.779,0.767,11,-5.462,0,0.258,0.00214,0,0.102,0.523,91.981,audio_features,6kp0inxIexxSiDJfWqq0ZL,spotify:track:6kp0inxIexxSiDJfWqq0ZL,https://api.spotify.com/v1/tracks/6kp0inxIexxSiDJfWqq0ZL,https://api.spotify.com/v1/audio-analysis/6kp0inxIexxSiDJfWqq0ZL,154565,4
0.544,0.903,11,-4.11,0,0.0693,0.216,0,0.117,0.765,155.97,audio_features,0RBOFW5424gCCCZrgECbt6,spotify:track:0RBOFW5424gCCCZrgECbt6,https://api.spotify.com/v1/tracks/0RBOFW5424gCCCZrgECbt6,https://api.spotify.com/v1/audio-analysis/0RBOFW5424gCCCZrgECbt6,172655,4
0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,audio_features,6FRLCMO5TUHTexlWo8ym1W,spotify:track:6FRLCMO5TUHTexlWo8ym1W,https://api.spotify.com/v1/tracks/6FRLCMO5TUHTexlWo8ym1W,https://api.spotify.com/v1/audio-analysis/6FRLCMO5TUHTexlWo8ym1W,235545,4
0.331,0.784,11,-5.002,1,0.0561,3.12e-05,0,0.427,0.902,182.964,audio_features,619pVMIK3WvX529JIkQTY3,spotify:track:619pVMIK3WvX529JIkQTY3,https://api.spotify.com/v1/tracks/619pVMIK3WvX529JIkQTY3,https://api.spotify.com/v1/audio-analysis/619pVMIK3WvX529JIkQTY3,197672,4
0.632,0.807,0,-5.893,1,0.126,0.144,0.0211,0.125,0.784,160.174,audio_features,5fGWdNGGnvKrrHL6U7c1Vp,spotify:track:5fGWdNGGnvKrrHL6U7c1Vp,https://api.spotify.com/v1/tracks/5fGWdNGGnvKrrHL6U7c1Vp,https://api.spotify.com/v1/audio-analysis/5fGWdNGGnvKrrHL6U7c1Vp,197933,4
0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,audio_features,2P91MQbaiQOfbiz9VqhqKQ,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,https://api.spotify.com/v1/tracks/2P91MQbaiQOfbiz9VqhqKQ,https://api.spotify.com/v1/audio-analysis/2P91MQbaiQOfbiz9VqhqKQ,197437,4
0.516,0.56,6,-7.116,0,0.486,0.0322,0,0.15,0.696,98.94,audio_features,4S1GTwPVpkSy7CsJIDKPEz,spotify:track:4S1GTwPVpkSy7CsJIDKPEz,https://api.spotify.com/v1/tracks/4S1GTwPVpkSy7CsJIDKPEz,https://api.spotify.com/v1/audio-analysis/4S1GTwPVpkSy7CsJIDKPEz,207773,4
0.632,0.743,1,-6.761,1,0.0464,0.038,0,0.115,0.357,108.077,audio_features,62VpKdGyA7OIyUCj3a3LPU,spotify:track:62VpKdGyA7OIyUCj3a3LPU,https://api.spotify.com/v1/tracks/62VpKdGyA7OIyUCj3a3LPU,https://api.spotify.com/v1/audio-analysis/62VpKdGyA7OIyUCj3a3LPU,169597,4
0.375,0.889,3,-3.704,1,0.0991,0.0848,0,0.136,0.881,199.669,audio_features,4P92FrvmYQSAfOpp4cpFEi,spotify:track:4P92FrvmYQSAfOpp4cpFEi,https://api.spotify.com/v1/tracks/4P92FrvmYQSAfOpp4cpFEi,https://api.spotify.com/v1/audio-analysis/4P92FrvmYQSAfOpp4cpFEi,185200,4
0.925,0.308,11,-6.562,0,0.338,0.125,0,0.0933,0.265,122.099,audio_features,3qnoOm4fwZPBS116f5hpgF,spotify:track:3qnoOm4fwZPBS116f5hpgF,https://api.spotify.com/v1/tracks/3qnoOm4fwZPBS116f5hpgF,https://api.spotify.com/v1/audio-analysis/3qnoOm4fwZPBS116f5hpgF,145507,4
0.676,0.777,1,-3.241,0,0.357,0.145,0,0.228,0.226,173.931,audio_features,2r4JRwcbIeuAzWjH4YXlLs,spotify:track:2r4JRwcbIeuAzWjH4YXlLs,https://api.spotify.com/v1/tracks/2r4JRwcbIeuAzWjH4YXlLs,https://api.spotify.com/v1/audio-analysis/2r4JRwcbIeuAzWjH4YXlLs,188773,4
0.572,0.543,7,-4.251,0,0.0287,0.0954,0,0.329,0.329,83.364,audio_features,6Bg7MznA9X0dIhlAsLyBYj,spotify:track:6Bg7MznA9X0dIhlAsLyBYj,https://api.spotify.com/v1/tracks/6Bg7MznA9X0dIhlAsLyBYj,https://api.spotify.com/v1/audio-analysis/6Bg7MznA9X0dIhlAsLyBYj,271387,4
0.555,0.433,3,-8.559,1,0.546,0.494,0,0.313,0.352,164.236,audio_features,3dG6tjetoR4GMmUGZUprLt,spotify:track:3dG6tjetoR4GMmUGZUprLt,https://api.spotify.com/v1/tracks/3dG6tjetoR4GMmUGZUprLt,https://api.spotify.com/v1/audio-analysis/3dG6tjetoR4GMmUGZUprLt,205547,4
0.742,0.407,2,-6.938,1,0.426,0.822,0,0.0541,0.39,116.064,audio_features,6EuE9M1viu9gkdFSafia9o,spotify:track:6EuE9M1viu9gkdFSafia9o,https://api.spotify.com/v1/tracks/6EuE9M1viu9gkdFSafia9o,https://api.spotify.com/v1/audio-analysis/6EuE9M1viu9gkdFSafia9o,274187,4
0.665,0.417,1,-6.731,0,0.524,0.374,0,0.186,0.04,110.111,audio_features,2VYb3Fb5iK5Y8HGZ8oEEkp,spotify:track:2VYb3Fb5iK5Y8HGZ8oEEkp,https://api.spotify.com/v1/tracks/2VYb3Fb5iK5Y8HGZ8oEEkp,https://api.spotify.com/v1/audio-analysis/2VYb3Fb5iK5Y8HGZ8oEEkp,215320,4
0.64,0.643,10,-2.442,0,0.0625,0.039,0,0.109,0.335,80.025,audio_features,1DdgqEZk4Hqfpl3drdXJun,spotify:track:1DdgqEZk4Hqfpl3drdXJun,https://api.spotify.com/v1/tracks/1DdgqEZk4Hqfpl3drdXJun,https://api.spotify.com/v1/audio-analysis/1DdgqEZk4Hqfpl3drdXJun,123040,4
0.69,0.784,1,-4.653,1,0.032,0.323,0,0.203,0.669,106.066,audio_features,3u1S1OmAUhx5DRlLrXqyp3,spotify:track:3u1S1OmAUhx5DRlLrXqyp3,https://api.spotify.com/v1/tracks/3u1S1OmAUhx5DRlLrXqyp3,https://api.spotify.com/v1/audio-analysis/3u1S1OmAUhx5DRlLrXqyp3,194408,4
0.766,0.822,1,-4.126,0,0.16,0.39,3.37e-05,0.349,0.881,165.842,audio_features,7DrluKkTviBwCc8AV3VGmf,spotify:track:7DrluKkTviBwCc8AV3VGmf,https://api.spotify.com/v1/tracks/7DrluKkTviBwCc8AV3VGmf,https://api.spotify.com/v1/audio-analysis/7DrluKkTviBwCc8AV3VGmf,231921,4
0.334,0.81,9,-4.855,0,0.0632,0.00457,0,0.158,0.306,151.643,audio_features,7GRTrWsP3yo2Fx8umJfA1X,spotify:track:7GRTrWsP3yo2Fx8umJfA1X,https://api.spotify.com/v1/tracks/7GRTrWsP3yo2Fx8umJfA1X,https://api.spotify.com/v1/audio-analysis/7GRTrWsP3yo2Fx8umJfA1X,206605,4
0.58,0.469,0,-5.946,0,0.104,0.126,7.32e-05,0.099,0.369,110.573,audio_features,5cQMfg4AEejKUfNA44ZGep,spotify:track:5cQMfg4AEejKUfNA44ZGep,https://api.spotify.com/v1/tracks/5cQMfg4AEejKUfNA44ZGep,https://api.spotify.com/v1/audio-analysis/5cQMfg4AEejKUfNA44ZGep,165053,4
0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,audio_features,4ffyvGU97UkoUkHEOPzPZT,spotify:track:4ffyvGU97UkoUkHEOPzPZT,https://api.spotify.com/v1/tracks/4ffyvGU97UkoUkHEOPzPZT,https://api.spotify.com/v1/audio-analysis/4ffyvGU97UkoUkHEOPzPZT,153351,4
0.709,0.751,6,-3.801,1,0.16,0.472,4.71e-06,0.182,0.37,104.999,audio_features,0ORk2pZ1dogkyfcdFfFKt8,spotify:track:0ORk2pZ1dogkyfcdFfFKt8,https://api.spotify.com/v1/tracks/0ORk2pZ1dogkyfcdFfFKt8,https://api.spotify.com/v1/audio-analysis/0ORk2pZ1dogkyfcdFfFKt8,140527,4
0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,audio_features,10lgpgAGhQBv0WqcrzGM7D,spotify:track:10lgpgAGhQBv0WqcrzGM7D,https://api.spotify.com/v1/tracks/10lgpgAGhQBv0WqcrzGM7D,https://api.spotify.com/v1/audio-analysis/10lgpgAGhQBv0WqcrzGM7D,324674,4
0.651,0.655,2,-6.652,1,0.373,0.139,1.45e-06,0.104,0.393,78.665,audio_features,1uJ7IQJdeAvmUDpIyZb0be,spotify:track:1uJ7IQJdeAvmUDpIyZb0be,https://api.spotify.com/v1/tracks/1uJ7IQJdeAvmUDpIyZb0be,https://api.spotify.com/v1/audio-analysis/1uJ7IQJdeAvmUDpIyZb0be,183829,4
0.841,0.682,2,-7.007,1,0.0458,0.113,9.65e-05,0.131,0.338,94.985,audio_features,1Sibh8cVXp5DPC0hRjKiim,spotify:track:1Sibh8cVXp5DPC0hRjKiim,https://api.spotify.com/v1/tracks/1Sibh8cVXp5DPC0hRjKiim,https://api.spotify.com/v1/audio-analysis/1Sibh8cVXp5DPC0hRjKiim,245098,4
0.729,0.504,8,-6.784,0,0.0321,0.401,1.44e-06,0.121,0.305,110.011,audio_features,2Cbm6GtXnMurwRhvefK7sp,spotify:track:2Cbm6GtXnMurwRhvefK7sp,https://api.spotify.com/v1/tracks/2Cbm6GtXnMurwRhvefK7sp,https://api.spotify.com/v1/audio-analysis/2Cbm6GtXnMurwRhvefK7sp,197001,4
0.709,0.588,1,-4.461,1,0.0721,0.0971,0,0.117,0.195,143.971,audio_features,35lIK2q78MSgv3Abb4qAjk,spotify:track:35lIK2q78MSgv3Abb4qAjk,https://api.spotify.com/v1/tracks/35lIK2q78MSgv3Abb4qAjk,https://api.spotify.com/v1/audio-analysis/35lIK2q78MSgv3Abb4qAjk,206813,4
0.755,0.448,7,-9.587,1,0.107,0.0283,3.28e-05,0.514,0.318,77.179,audio_features,6T8cJz5lAqGer9GUHGyelE,spotify:track:6T8cJz5lAqGer9GUHGyelE,https://api.spotify.com/v1/tracks/6T8cJz5lAqGer9GUHGyelE,https://api.spotify.com/v1/audio-analysis/6T8cJz5lAqGer9GUHGyelE,198960,4
0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,audio_features,4RVbK6cV0VqWdpCDcx3hiT,spotify:track:4RVbK6cV0VqWdpCDcx3hiT,https://api.spotify.com/v1/tracks/4RVbK6cV0VqWdpCDcx3hiT,https://api.spotify.com/v1/audio-analysis/4RVbK6cV0VqWdpCDcx3hiT,324674,4
0.58,0.469,0,-5.946,0,0.104,0.126,7.32e-05,0.099,0.369,110.573,audio_features,3aUFrxO1B8EW63QchEl3wX,spotify:track:3aUFrxO1B8EW63QchEl3wX,https://api.spotify.com/v1/tracks/3aUFrxO1B8EW63QchEl3wX,https://api.spotify.com/v1/audio-analysis/3aUFrxO1B8EW63QchEl3wX,165053,4
0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,audio_features,6JyEh4kl9DLwmSAoNDRn5b,spotify:track:6JyEh4kl9DLwmSAoNDRn5b,https://api.spotify.com/v1/tracks/6JyEh4kl9DLwmSAoNDRn5b,https://api.spotify.com/v1/audio-analysis/6JyEh4kl9DLwmSAoNDRn5b,153351,4
0.709,0.751,6,-3.801,1,0.16,0.472,4.71e-06,0.182,0.37,104.999,audio_features,7oHkit3F3vimtsBbnZkU0G,spotify:track:7oHkit3F3vimtsBbnZkU0G,https://api.spotify.com/v1/tracks/7oHkit3F3vimtsBbnZkU0G,https://api.spotify.com/v1/audio-analysis/7oHkit3F3vimtsBbnZkU0G,140527,4
0.841,0.682,2,-7.007,1,0.0458,0.113,9.65e-05,0.131,0.338,94.985,audio_features,2I3dW2dCBZAJGj5X21E53k,spotify:track:2I3dW2dCBZAJGj5X21E53k,https://api.spotify.com/v1/tracks/2I3dW2dCBZAJGj5X21E53k,https://api.spotify.com/v1/audio-analysis/2I3dW2dCBZAJGj5X21E53k,245098,4
0.729,0.504,8,-6.784,0,0.0321,0.401,1.44e-06,0.121,0.305,110.011,audio_features,4kUZvXB3LC3an3HX6h0s17,spotify:track:4kUZvXB3LC3an3HX6h0s17,https://api.spotify.com/v1/tracks/4kUZvXB3LC3an3HX6h0s17,https://api.spotify.com/v1/audio-analysis/4kUZvXB3LC3an3HX6h0s17,197001,4
0.758,0.52,1,-6.405,1,0.0866,0.212,0,0.071,0.857,154.06,audio_features,3MxbRHE1u74SoMNR9iURIZ,spotify:track:3MxbRHE1u74SoMNR9iURIZ,https://api.spotify.com/v1/tracks/3MxbRHE1u74SoMNR9iURIZ,https://api.spotify.com/v1/audio-analysis/3MxbRHE1u74SoMNR9iURIZ,144039,4
0.783,0.537,9,-2.921,1,0.0749,0.278,0,0.229,0.392,113.977,audio_features,447yWcDPg1ddgcHBLGpJC0,spotify:track:447yWcDPg1ddgcHBLGpJC0,https://api.spotify.com/v1/tracks/447yWcDPg1ddgcHBLGpJC0,https://api.spotify.com/v1/audio-analysis/447yWcDPg1ddgcHBLGpJC0,222866,4
0.876,0.637,9,-5.157,1,0.259,0.0515,0,0.0677,0.553,146.958,audio_features,7kph8uPhOXHMfKzPJvIeah,spotify:track:7kph8uPhOXHMfKzPJvIeah,https://api.spotify.com/v1/tracks/7kph8uPhOXHMfKzPJvIeah,https://api.spotify.com/v1/audio-analysis/7kph8uPhOXHMfKzPJvIeah,192453,4
0.736,0.756,11,-7.099,1,0.047,0.00632,0.00577,0.106,0.712,117.016,audio_features,1NbGcdgwRHZ5rbPIT9hdR3,spotify:track:1NbGcdgwRHZ5rbPIT9hdR3,https://api.spotify.com/v1/tracks/1NbGcdgwRHZ5rbPIT9hdR3,https://api.spotify.com/v1/audio-analysis/1NbGcdgwRHZ5rbPIT9hdR3,231847,4
0.884,0.679,11,-6.051,1,0.0899,0.0205,0.000172,0.115,0.489,146.021,audio_features,0oImBBuW9pWxX8RIgLAGRH,spotify:track:0oImBBuW9pWxX8RIgLAGRH,https://api.spotify.com/v1/tracks/0oImBBuW9pWxX8RIgLAGRH,https://api.spotify.com/v1/audio-analysis/0oImBBuW9pWxX8RIgLAGRH,168093,4
0.589,0.714,7,-6.308,1,0.258,0.0551,0.00013,0.131,0.42,118.611,audio_features,1ZEm9cJC05rawV2tptNfTS,spotify:track:1ZEm9cJC05rawV2tptNfTS,https://api.spotify.com/v1/tracks/1ZEm9cJC05rawV2tptNfTS,https://api.spotify.com/v1/audio-analysis/1ZEm9cJC05rawV2tptNfTS,189360,5
0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,audio_features,7fa9MBXhVfQ8P8Df9OEbD8,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,235545,4
0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4
0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,audio_features,3nc420PXjTdBV5TN0gCFkS,spotify:track:3nc420PXjTdBV5TN0gCFkS,https://api.spotify.com/v1/tracks/3nc420PXjTdBV5TN0gCFkS,https://api.spotify.com/v1/audio-analysis/3nc420PXjTdBV5TN0gCFkS,216420,4
0.688,0.688,3,-5.84,1,0.0357,0.3,0,0.0982,0.451,114.011,audio_features,0kHyKhJMukHEPfeh8s7rdM,spotify:track:0kHyKhJMukHEPfeh8s7rdM,https://api.spotify.com/v1/tracks/0kHyKhJMukHEPfeh8s7rdM,https://api.spotify.com/v1/audio-analysis/0kHyKhJMukHEPfeh8s7rdM,193321,4
0.888,0.515,1,-6.246,1,0.271,0.247,0,0.446,0.264,141.009,audio_features,5S1IUPueD0xE0vj4zU3nSf,spotify:track:5S1IUPueD0xE0vj4zU3nSf,https://api.spotify.com/v1/tracks/5S1IUPueD0xE0vj4zU3nSf,https://api.spotify.com/v1/audio-analysis/5S1IUPueD0xE0vj4zU3nSf,225893,4
0.671,0.859,4,-3.922,0,0.0833,0.0323,0,0.267,0.389,139.931,audio_features,7b8YOVV5quZcSKEijDgyWB,spotify:track:7b8YOVV5quZcSKEijDgyWB,https://api.spotify.com/v1/tracks/7b8YOVV5quZcSKEijDgyWB,https://api.spotify.com/v1/audio-analysis/7b8YOVV5quZcSKEijDgyWB,209355,4
0.746,0.767,1,-2.907,0,0.0374,0.0601,1.07e-05,0.0859,0.773,94.007,audio_features,19hh7DkfRBrpRGYfKlw7jb,spotify:track:19hh7DkfRBrpRGYfKlw7jb,https://api.spotify.com/v1/tracks/19hh7DkfRBrpRGYfKlw7jb,https://api.spotify.com/v1/audio-analysis/19hh7DkfRBrpRGYfKlw7jb,196628,4
0.353,0.755,1,-6.276,0,0.733,0.0822,0,0.39,0.437,191.153,audio_features,003eoIwxETJujVWmNFMoZy,spotify:track:003eoIwxETJujVWmNFMoZy,https://api.spotify.com/v1/tracks/003eoIwxETJujVWmNFMoZy,https://api.spotify.com/v1/audio-analysis/003eoIwxETJujVWmNFMoZy,193680,4
0.884,0.679,11,-6.051,1,0.0899,0.0205,0.000172,0.115,0.489,146.021,audio_features,1h1wmYG39fp6ZTgwlJ3Cv3,spotify:track:1h1wmYG39fp6ZTgwlJ3Cv3,https://api.spotify.com/v1/tracks/1h1wmYG39fp6ZTgwlJ3Cv3,https://api.spotify.com/v1/audio-analysis/1h1wmYG39fp6ZTgwlJ3Cv3,168093,4
0.6,0.96,4,-1.807,1,0.095,0.0426,0,0.0882,0.503,109.863,audio_features,2naEVOadudtXHwtZNfjMDM,spotify:track:2naEVOadudtXHwtZNfjMDM,https://api.spotify.com/v1/tracks/2naEVOadudtXHwtZNfjMDM,https://api.spotify.com/v1/audio-analysis/2naEVOadudtXHwtZNfjMDM,237077,4
